FK_DIM_TID;FK_DIM_TIME;VOLUM;PRIS;BELOP_KRAFT;Dag;Måned;År;Dato;UkedagNr;Ukedag;UkeHelg;Helligdag;Uke
20190604;1;2,697;0,32242;0,8696;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;2;1,677;0,31138;0,5222;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;3;1,075;0,30503;0,3279;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;4;1,209;0,32086;0,3879;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;5;2,017;0,33142;0,6685;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;6;1,533;0,35272;0,5407;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;7;2,147;0,35673;0,7659;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;8;3,04;0,36338;1,1047;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;9;2,875;0,36289;1,0433;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;10;1,571;0,36122;0,5675;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;11;2,584;0,36005;0,9304;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;12;2,251;0,35526;0,7997;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;13;1,774;0,35165;0,6238;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;14;1,253;0,34393;0,4309;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;15;1,46;0,33689;0,4919;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;16;1,656;0,34324;0,5684;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;17;1,306;0,35184;0,4595;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;18;3,098;0,3536;1,0955;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;19;1,015;0,35262;0,3579;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;20;0,979;0,35233;0,3449;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;21;1,803;0,34969;0,6305;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;22;3,185;0,33249;1,059;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190604;23;1,239;0,28274;0,3503;4;6;2019;04.06.2019;2;Tirsdag;Ukedag;Normaldag;23
20190605;0;3,118;0,27206;0,8483;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;1;2,199;0,247;0,5432;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;2;1,715;0,23271;0,3991;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;3;1,693;0,23261;0,3938;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;4;1,317;0,22497;0,2963;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;5;2,226;0,2609;0,5808;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;6;2,262;0,31837;0,7202;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;7;2,892;0,34314;0,9924;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;8;3,119;0,35224;1,0986;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;9;2,712;0,35107;0,9521;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;10;2,098;0,34735;0,7287;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;11;1,043;0,3452;0,36;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;12;0,913;0,34529;0,3152;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;13;0,968;0,34422;0,3332;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;14;1,833;0,34294;0,6286;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;15;1,005;0,34245;0,3442;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;16;1,069;0,34304;0,3667;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;17;1,712;0,34265;0,5866;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;18;1,595;0,34216;0,5457;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;19;1,605;0,34079;0,547;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;20;1,215;0,34294;0,4167;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;21;1,69;0,34157;0,5773;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;22;2,908;0,33844;0,9842;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190605;23;3,987;0,31416;1,2526;5;6;2019;05.06.2019;3;Onsdag;Ukedag;Normaldag;23
20190606;0;3,432;0,29092;0,9984;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;1;1,101;0,26783;0,2949;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;2;1,703;0,24406;0,4156;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;3;1,227;0,23506;0,2884;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;4;2,795;0,23535;0,6578;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;5;1,659;0,26656;0,4422;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;6;1,097;0,30451;0,334;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;7;3,016;0,32701;0,9863;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;8;2,434;0,32985;0,8029;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;9;0,612;0,3277;0,2006;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;10;0,663;0,323;0,2141;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;11;0,509;0,31831;0,162;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;12;1,217;0,30588;0,3723;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;13;0,679;0,30305;0,2058;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;14;1,042;0,30305;0,3158;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;15;1,001;0,30246;0,3028;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;16;1,115;0,30236;0,3371;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;17;1,562;0,31175;0,487;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;18;0,625;0,314;0,1963;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;19;0,975;0,31792;0,31;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;20;1,237;0,32085;0,3969;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;21;1,295;0,31792;0,4117;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;22;1,797;0,31293;0,5623;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190606;23;2,995;0,30735;0,9205;6;6;2019;06.06.2019;4;Torsdag;Ukedag;Normaldag;23
20190607;0;2,886;0,29218;0,8432;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;1;1,439;0,28747;0,4137;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;2;1,304;0,28561;0,3724;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;3;0,785;0,28836;0,2264;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;4;1,41;0,2909;0,4102;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;5;1,602;0,29276;0,469;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;6;1,709;0,29061;0,4967;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;7;2,993;0,31295;0,9367;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;8;1,672;0,32373;0,5413;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;9;1,021;0,32353;0,3303;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;10;0,542;0,31971;0,1733;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;11;0,759;0,31471;0,2389;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;12;0,738;0,29482;0,2176;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;13;0,541;0,27817;0,1505;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;14;0,689;0,2717;0,1872;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;15;0,618;0,26896;0,1662;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;16;1,98;0,28081;0,556;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;17;1,224;0,29923;0,3663;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;18;0,888;0,30952;0,2749;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;19;1,128;0,30521;0,3443;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;20;2,518;0,30286;0,7626;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;21;2,003;0,30207;0,605;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;22;0,711;0,28493;0,2026;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190607;23;1,364;0,27317;0,3726;7;6;2019;07.06.2019;5;Fredag;Ukedag;Normaldag;23
20190608;0;1,029;0,2656;0,2733;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;1;1,209;0,16116;0,1948;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;2;1,135;0,11531;0,1309;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;3;2,137;0,11903;0,2544;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;4;1,811;0,07328;0,1327;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;5;1,032;0,0773;0,0798;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;6;1,505;0,05741;0,0864;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;7;1,285;0,10698;0,1375;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;8;1,706;0,2172;0,3705;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;9;1,174;0,24444;0,287;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;10;3,511;0,25658;0,9009;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;11;1,574;0,21681;0,3413;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;12;1,31;0,19927;0,261;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;13;1,109;0,16841;0,1868;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;14;0,36;0,16733;0,0602;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;15;0,424;0,14117;0,0599;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;16;1,52;0,1448;0,2201;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;17;0,975;0,1494;0,1457;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;18;1,65;0,14901;0,2459;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;19;1,288;0,10022;0,1291;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;20;2,28;0,07593;0,1731;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;21;1,004;0,07936;0,0797;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;22;0,689;0,11443;0,0788;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190608;23;1,117;0,09875;0,1103;8;6;2019;08.06.2019;6;Lørdag;Helg;Normaldag;23
20190609;0;1,82;0,26289;0,4785;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;1;0,975;0,26358;0,257;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;2;1,258;0,25779;0,3243;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;3;1,309;0,25711;0,3366;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;4;1,688;0,24436;0,4125;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;5;1,773;0,24308;0,431;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;6;1,655;0,18366;0,304;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;7;1,277;0,2373;0,303;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;8;2,03;0,2522;0,512;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;9;1,5;0,26681;0,4002;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;10;2,089;0,26985;0,5637;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;11;1,168;0,2625;0,3066;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;12;1,283;0,25858;0,3318;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;13;3,047;0,2221;0,6767;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;14;1,767;0,17533;0,3098;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;15;2,602;0,1818;0,473;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;16;2,153;0,27034;0,582;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;17;2,785;0,29397;0,8187;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;18;2,716;0,29221;0,7936;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;19;2,044;0,29486;0,6027;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;20;1,25;0,29143;0,3643;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;21;3,51;0,29241;1,0264;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;22;1,906;0,29672;0,5655;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190609;23;2,066;0,29241;0,6041;9;6;2019;09.06.2019;7;Søndag;Helg;Helligdag;23
20190610;0;2,341;0,30751;0,7199;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;1;1,826;0,29143;0,5322;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;2;1,839;0,2724;0,5009;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;3;1,779;0,26475;0,471;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;4;2,7;0,26485;0,7151;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;5;1,416;0,25328;0,3586;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;6;1,378;0,26318;0,3627;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;7;1,349;0,29447;0,3972;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;8;1,769;0,30358;0,537;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;9;1,695;0,30319;0,5139;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;10;1,801;0,29476;0,5309;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;11;3,148;0,28976;0,9122;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;12;2,951;0,28133;0,8302;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;13;4,182;0,26603;1,1125;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;14;2,11;0,2677;0,5648;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;15;2,289;0,26917;0,6161;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;16;3,799;0,27691;1,052;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;17;4,75;0,30162;1,4327;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;18;2,526;0,31486;0,7953;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;19;3,346;0,31525;1,0548;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;20;2,43;0,32859;0,7985;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;21;3,351;0,33379;1,1185;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;22;1,239;0,32918;0,4079;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190610;23;1,516;0,31064;0,4709;10;6;2019;10.06.2019;1;Mandag;Ukedag;Helligdag;24
20190611;0;1,903;0,2978;0,5667;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;1;2,499;0,27721;0,6927;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;2;1,229;0,26838;0,3298;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;3;1,595;0,2576;0,4109;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;4;1,674;0,25181;0,4215;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;5;2,365;0,29054;0,6871;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;6;3,209;0,31221;1,0019;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;7;3,24;0,33369;1,0812;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;8;2,536;0,34477;0,8743;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;9;1,375;0,33967;0,467;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;10;0,464;0,33663;0,1562;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;11;0,396;0,33124;0,1312;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;12;0,866;0,32849;0,2845;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;13;0,913;0,32682;0,2984;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;14;1,626;0,32722;0,5321;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;15;0,93;0,32123;0,2987;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;16;1,194;0,32133;0,3837;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;17;1,606;0,32418;0,5206;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;18;0,877;0,32506;0,2851;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;19;0,565;0,32173;0,1818;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;20;1,385;0,32388;0,4486;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;21;2,562;0,32231;0,8258;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;22;0,657;0,32545;0,2138;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190611;23;0,54;0,31466;0,1699;11;6;2019;11.06.2019;2;Tirsdag;Ukedag;Normaldag;24
20190612;0;1,964;0,32204;0,6325;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;1;0,826;0,31245;0,2581;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;2;0,968;0,30638;0,2966;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;3;1,662;0,30286;0,5034;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;4;1,343;0,2963;0,3979;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;5;2,803;0,30071;0,8429;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;6;1,098;0,31235;0,343;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;7;2,781;0,32273;0,8975;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;8;2,501;0,33212;0,8306;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;9;0,868;0,33192;0,2881;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;10;0,478;0,33408;0,1597;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;11;1,347;0,333;0,4486;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;12;0,403;0,33134;0,1335;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;13;1,208;0,33016;0,3988;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;14;0,958;0,32977;0,3159;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;15;0,496;0,32292;0,1602;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;16;1,87;0,32997;0,617;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;17;1,982;0,32889;0,6519;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;18;0,981;0,32664;0,3204;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;19;0,913;0,32302;0,2949;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;20;0,391;0,32488;0,127;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;21;1,393;0,3285;0,4576;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;22;0,468;0,32958;0,1542;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190612;23;0,867;0,31754;0,2753;12;6;2019;12.06.2019;3;Onsdag;Ukedag;Normaldag;24
20190613;0;1,675;0,28195;0,4723;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;1;1,231;0,26835;0,3303;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;2;1,278;0,23264;0,2973;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;3;1,543;0,23499;0,3626;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;4;1,771;0,24125;0,4273;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;5;1,069;0,27559;0,2946;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;6;1,304;0,30729;0,4007;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;7;2,907;0,32871;0,9556;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;8;2,637;0,34818;0,9182;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;9;2,034;0,34241;0,6965;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;10;1,167;0,32186;0,3756;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;11;0,514;0,29917;0,1538;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;12;0,626;0,28723;0,1798;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;13;0,49;0,28107;0,1377;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;14;1,749;0,28919;0,5058;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;15;0,888;0,29379;0,2609;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;16;2,536;0,30435;0,7718;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;17;2,709;0,32255;0,8738;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;18;1,497;0,33106;0,4956;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;19;1,353;0,32773;0,4434;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;20;2,598;0,31717;0,824;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;21;3,335;0,32255;1,0757;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;22;2,027;0,31599;0,6405;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190613;23;1,1;0,29946;0,3294;13;6;2019;13.06.2019;4;Torsdag;Ukedag;Normaldag;24
20190614;0;1,016;0,28757;0,2922;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;1;2,293;0,2817;0,6459;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;2;1,186;0,26704;0,3167;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;3;1,324;0,26469;0,3504;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;4;0,889;0,26479;0,2354;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;5;0,912;0,27965;0,255;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;6;2,458;0,3122;0,7674;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;7;2,418;0,32324;0,7816;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;8;2,489;0,338;0,8413;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;9;0,878;0,33409;0,2933;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;10;0,811;0,33419;0,271;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
20190614;11;0,703;0,33761;0,2373;14;6;2019;14.06.2019;5;Fredag;Ukedag;Normaldag;24
