FK_DIM_TID;FK_DIM_TIME;VOLUM;PRIS;BELOP_KRAFT;Dag;Måned;År;Dato;UkedagNr;Ukedag;UkeHelg;Helligdag;Uke
20180301;0;5;0,38034;1,9017;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;1;3;0,37582;1,1275;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;2;3;0,3737;1,1211;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;3;4;0,37553;1,5021;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;4;4;0,38111;1,5244;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;5;3;0,3916;1,1748;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;6;3;0,38679;1,1604;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;7;4;0,3941;1,5764;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;8;3;0,40459;1,2138;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;9;4;0,4071;1,6284;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;10;3;0,39824;1,1947;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;11;5;0,41306;2,0653;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;12;3;0,39824;1,1947;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;13;3;0,39458;1,1837;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;14;4;0,39372;1,5749;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;15;4;0,39199;1,568;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;16;4;0,38592;1,5437;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;17;4;0,38737;1,5495;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;18;4;0,3993;1,5972;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;19;4;0,39814;1,5926;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;20;3;0,39073;1,1722;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;21;4;0,38525;1,541;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;22;5;0,39997;1,9999;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180301;23;3;0,3762;1,1286;1;3;2018;01.03.2018;4;Torsdag;Ukedag;Normaldag;9
20180302;0;3;0,38646;1,1594;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;1;4;0,37535;1,5014;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;2;3;0,37487;1,1246;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;3;4;0,3766;1,5064;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;4;3;0,38704;1,1611;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;5;4;0,39061;1,5624;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;6;3;0,41514;1,2454;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;7;5;0,44373;2,2187;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;8;4;0,44431;1,7772;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;9;4;0,41514;1,6606;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;10;4;0,39476;1,579;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;11;4;0,39119;1,5648;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;12;3;0,39061;1,1718;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;13;5;0,39351;1,9676;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;14;6;0,39129;2,3477;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;15;6;0,38964;2,3378;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;16;3;0,39795;1,1939;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;17;3;0,49985;1,4996;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;18;4;0,7336;2,9344;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;19;4;0,61586;2,4634;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;20;3;0,46315;1,3895;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;21;4;0,42268;1,6907;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;22;4;0,40268;1,6107;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180302;23;3;0,38404;1,1521;2;3;2018;02.03.2018;5;Fredag;Ukedag;Normaldag;9
20180303;0;3;0,40138;1,2041;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;1;4;0,38611;1,5444;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;2;3;0,37498;1,1249;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;3;3;0,37958;1,1387;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;4;3;0,38179;1,1454;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;5;3;0,39197;1,1759;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;6;3;0,40781;1,2234;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;7;4;0,41194;1,6478;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;8;3;0,42499;1,275;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;9;4;0,4152;1,6608;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;10;5;0,42211;2,1106;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;11;5;0,42432;2,1216;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;12;3;0,41395;1,2419;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;13;4;0,39946;1,5978;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;14;6;0,39245;2,3547;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;15;5;0,38794;1,9397;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;16;6;0,39331;2,3599;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;17;4;0,4152;1,6608;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;18;4;0,46272;1,8509;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;19;3;0,43306;1,2992;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;20;4;0,3936;1,5744;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;21;3;0,38592;1,1578;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;22;3;0,37498;1,1249;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180303;23;3;0,36941;1,1082;3;3;2018;03.03.2018;6;Lørdag;Helg;Normaldag;9
20180304;0;3;0,3883;1,1649;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;1;4;0,38493;1,5397;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;2;3;0,38166;1,145;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;3;2;0,38051;0,761;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;4;3;0,37974;1,1392;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;5;5;0,38003;1,9002;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;6;2;0,38368;0,7674;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;7;3;0,38474;1,1542;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;8;4;0,39994;1,5998;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;9;4;0,40061;1,6024;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;10;4;0,41331;1,6532;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;11;4;0,41052;1,6421;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;12;2;0,40119;0,8024;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;13;5;0,39215;1,9608;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;14;3;0,38686;1,1606;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;15;4;0,37993;1,5197;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;16;5;0,38522;1,9261;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;17;4;0,42668;1,7067;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;18;4;0,44389;1,7756;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;19;5;0,4361;2,1805;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;20;6;0,39397;2,3638;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;21;4;0,38137;1,5255;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;22;6;0,37224;2,2334;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180304;23;5;0,36791;1,8396;4;3;2018;04.03.2018;7;Søndag;Helg;Helligdag;9
20180305;0;3;0,36454;1,0936;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;1;3;0,36002;1,0801;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;2;4;0,36041;1,4416;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;3;3;0,36358;1,0907;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;4;4;0,36695;1,4678;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;5;3;0,37204;1,1161;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;6;3;0,41138;1,2341;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;7;5;0,51882;2,5941;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;8;4;0,61616;2,4646;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;9;3;0,60241;1,8072;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;10;3;0,53883;1,6165;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;11;3;0,52883;1,5865;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;12;3;0,4715;1,4145;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;13;3;0,46275;1,3883;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;14;2;0,51392;1,0278;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;15;4;0,51728;2,0691;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;16;6;0,52094;3,1256;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;17;3;0,67012;2,0104;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;18;3;0,79987;2,3996;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;19;5;0,78497;3,9249;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;20;5;0,57317;2,8659;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;21;5;0,479;2,395;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;22;3;0,42023;1,2607;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180305;23;2;0,38859;0,7772;5;3;2018;05.03.2018;1;Mandag;Ukedag;Normaldag;10
20180306;0;4;0,37503;1,5001;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;1;3;0,3654;1,0962;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;2;2;0,35991;0,7198;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;3;4;0,35404;1,4162;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;4;3;0,3602;1,0806;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;5;3;0,38013;1,1404;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;6;4;0,4399;1,7596;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;7;4;0,5608;2,2432;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;8;3;0,62751;1,8825;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;9;4;0,62588;2,5035;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;10;2;0,60913;1,2183;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;11;3;0,52971;1,5891;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;12;4;0,5043;2,0172;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;13;2;0,48197;0,9639;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;14;2;0,47148;0,943;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;15;4;0,46936;1,8774;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;16;3;0,46435;1,3931;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;17;3;0,5197;1,5591;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;18;4;0,57024;2,281;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;19;4;0,53145;2,1258;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;20;5;0,4427;2,2135;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;21;4;0,4143;1,6572;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;22;3;0,39062;1,1719;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180306;23;4;0,37156;1,4862;6;3;2018;06.03.2018;2;Tirsdag;Ukedag;Normaldag;10
20180307;0;5;0,36706;1,8353;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;1;3;0,36253;1,0876;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;2;3;0,35714;1,0714;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;3;3;0,35531;1,0659;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;4;2;0,36138;0,7228;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;5;4;0,3839;1,5356;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;6;3;0,43512;1,3054;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;7;4;0,52474;2,099;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;8;3;0,58048;1,7414;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;9;3;0,56373;1,6912;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;10;3;0,53119;1,5936;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;11;3;0,52734;1,582;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;12;3;0,47998;1,4399;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;13;2;0,46034;0,9207;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;14;4;0,44773;1,7909;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;15;3;0,45004;1,3501;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;16;4;0,45938;1,8375;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;17;4;0,50039;2,0016;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;18;3;0,58674;1,7602;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;19;5;0,54775;2,7388;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;20;4;0,4432;1,7728;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;21;3;0,40682;1,2205;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;22;3;0,38304;1,1491;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180307;23;3;0,35897;1,0769;7;3;2018;07.03.2018;3;Onsdag;Ukedag;Normaldag;10
20180308;0;2;0,36183;0,7237;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;1;3;0,3475;1,0425;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;2;3;0,34595;1,0379;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;3;3;0,34498;1,0349;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;4;3;0,34944;1,0483;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;5;2;0,35796;0,7159;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;6;3;0,38875;1,1663;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;7;4;0,44733;1,7893;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;8;3;0,45469;1,3641;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;9;3;0,43484;1,3045;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;10;3;0,41053;1,2316;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;11;2;0,40192;0,8038;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;12;3;0,39175;1,1753;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;13;3;0,39059;1,1718;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;14;3;0,38255;1,1477;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;15;3;0,38216;1,1465;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;16;4;0,39223;1,5689;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;17;2;0,41625;0,8325;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;18;3;0,46146;1,3844;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;19;4;0,42806;1,7122;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;20;3;0,37568;1,127;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;21;5;0,36532;1,8266;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;22;5;0,3536;1,768;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180308;23;4;0,3444;1,3776;8;3;2018;08.03.2018;4;Torsdag;Ukedag;Normaldag;10
20180309;0;4;0,34745;1,3898;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;1;3;0,34318;1,0295;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;2;2;0,33988;0,6798;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;3;3;0,33988;1,0196;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;4;4;0,34531;1,3812;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;5;2;0,35357;0,7071;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;6;3;0,37047;1,1114;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;7;5;0,40777;2,0389;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;8;4;0,42671;1,7068;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;9;4;0,40738;1,6295;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;10;4;0,39524;1,581;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;11;3;0,38669;1,1601;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;12;3;0,37407;1,1222;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;13;4;0,38582;1,5433;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;14;4;0,39223;1,5689;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;15;4;0,3967;1,5868;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;16;3;0,40369;1,2111;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;17;3;0,4374;1,3122;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;18;4;0,52463;2,0985;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;19;3;0,44896;1,3469;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;20;4;0,40981;1,6392;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;21;5;0,40233;2,0117;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;22;3;0,38621;1,1586;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180309;23;4;0,36814;1,4726;9;3;2018;09.03.2018;5;Fredag;Ukedag;Normaldag;10
20180310;0;3;0,36333;1,09;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;1;2;0,35335;0,7067;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;2;2;0,34951;0,699;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;3;4;0,34568;1,3827;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;4;3;0,34788;1,0436;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;5;2;0,35019;0,7004;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;6;4;0,3522;1,4088;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;7;3;0,35728;1,0718;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;8;3;0,36026;1,0808;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;9;3;0,36342;1,0903;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;10;5;0,36122;1,8061;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;11;4;0,35863;1,4345;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;12;3;0,35517;1,0655;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;13;3;0,35095;1,0529;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;14;3;0,34875;1,0463;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;15;3;0,34827;1,0448;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;16;3;0,35258;1,0577;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;17;4;0,3709;1,4836;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;18;3;0,39613;1,1884;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;19;3;0,39594;1,1878;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;20;4;0,3686;1,4744;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;21;3;0,3521;1,0563;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;22;2;0,34894;0,6979;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180310;23;3;0,34587;1,0376;10;3;2018;10.03.2018;6;Lørdag;Helg;Normaldag;10
20180311;0;4;0,34856;1,3942;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;1;2;0,34434;0,6887;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;2;3;0,34262;1,0279;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;3;2;0,34281;0,6856;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;4;3;0,34195;1,0259;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;5;4;0,34511;1,3804;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;6;2;0,34808;0,6962;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;7;2;0,34616;0,6923;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;8;4;0,34817;1,3927;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;9;3;0,35009;1,0503;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;10;4;0,35316;1,4126;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;11;5;0,35325;1,7663;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;12;3;0,3498;1,0494;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;13;4;0,34702;1,3881;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;14;6;0,34032;2,0419;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;15;3;0,34128;1,0238;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;16;2;0,34511;0,6902;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;17;4;0,35469;1,4188;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;18;3;0,35919;1,0776;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;19;4;0,36465;1,4586;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;20;3;0,35354;1,0606;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;21;3;0,35143;1,0543;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
20180311;22;3;0,34616;1,0385;11;3;2018;11.03.2018;7;Søndag;Helg;Helligdag;10
